gene	expression	threshold	direction	TH_id	Fay_id
GRIPAP1	2.21412480535	2.62867936491966	down	TH50_5178_S01	Sample 1
GUSB	2.03913839391	2.2941227555275	down	TH50_5178_S01	Sample 1
GUSBP11	1.13093086983	1.54047912359238	down	TH50_5178_S01	Sample 1
H1FX-AS1	0.0840642647885	0.157395973801613	down	TH50_5178_S01	Sample 1
H3F3AP4	4.90400231628	5.03369641304016	down	TH50_5178_S01	Sample 1
HABP4	1.53605290024	1.56609061360359	down	TH50_5178_S01	Sample 1
HBA2	0	1.60830336809158	down	TH50_5178_S01	Sample 1
HCLS1	0.748461233004	0.89920648932457	down	TH50_5178_S01	Sample 1
HDAC10	2.07724299893	2.13748282194138	down	TH50_5178_S01	Sample 1
HDAC3	3.60288440872	3.65321457386017	down	TH50_5178_S01	Sample 1
HERC2P9	2.37851162325	2.57787311077118	down	TH50_5178_S01	Sample 1
HERC3	3.59335377098	3.70096796751022	down	TH50_5178_S01	Sample 1
HNRNPA2B1	7.68509917201	7.95881187915802	down	TH50_5178_S01	Sample 1
HNRNPM	4.57167680997	5.10381555557251	down	TH50_5178_S01	Sample 1
HNRNPU-AS1	1.96716860753	2.08688712120056	down	TH50_5178_S01	Sample 1
HOXC-AS1	0.124328135002	1.60611009597778	down	TH50_5178_S01	Sample 1
HOXC-AS2	0	0.0967099070549011	down	TH50_5178_S01	Sample 1
HOXC10	0.13750352375	4.3253852725029	down	TH50_5178_S01	Sample 1
HOXC4	0.0565835283664	0.595406055450439	down	TH50_5178_S01	Sample 1
HOXC6	0.713695814843	1.96870711445808	down	TH50_5178_S01	Sample 1
HOXC8	0.321928094887	1.92787650227547	down	TH50_5178_S01	Sample 1
HOXC9	0.214124805353	3.06238037347794	down	TH50_5178_S01	Sample 1
HSPE1-MOB4	0	0.511609703302383	down	TH50_5178_S01	Sample 1
IFITM2	3.57893871309	4.16010844707489	down	TH50_5178_S01	Sample 1
IK	4.21800615028	4.49625223875046	down	TH50_5178_S01	Sample 1
ILK	4.53356334821	4.55338209867477	down	TH50_5178_S01	Sample 1
ILKAP	3.3476656563	3.43692845106125	down	TH50_5178_S01	Sample 1
IMPDH2	4.86294724802	4.90649509429932	down	TH50_5178_S01	Sample 1
INO80B-WBP1	0	1.21442037820816	down	TH50_5178_S01	Sample 1
ISCA1P1	1.10433665981	2.36847543716431	down	TH50_5178_S01	Sample 1
ISYNA1	1.54101915313	1.66552293300629	down	TH50_5178_S01	Sample 1
KAT2A	2.90689059561	3.05884540081024	down	TH50_5178_S01	Sample 1
KCTD13	1.10433665981	1.10601517558098	down	TH50_5178_S01	Sample 1
KIAA0141	4.01613970266	4.45255893468857	down	TH50_5178_S01	Sample 1
LAMA5	2.44625622989	2.89640218019485	down	TH50_5178_S01	Sample 1
LAMTOR4	4.77505054148	4.85381782054901	down	TH50_5178_S01	Sample 1
LARP6	1.44360665148	1.53828227519989	down	TH50_5178_S01	Sample 1
LAS1L	2.124328135	2.39753478765488	down	TH50_5178_S01	Sample 1
LEMD2	2.48542682717	2.68024808168411	down	TH50_5178_S01	Sample 1
LENG8	3.39506279952	4.04872095584869	down	TH50_5178_S01	Sample 1
LGI4	1.98913900737	2.12430265545845	down	TH50_5178_S01	Sample 1
LIMS2	2.84398384405	2.92050892114639	down	TH50_5178_S01	Sample 1
LLPH	2.50589092973	2.52535447478294	down	TH50_5178_S01	Sample 1
LMBR1L	2.68706068834	2.69692122936249	down	TH50_5178_S01	Sample 1
LMF2	2.55826763406	2.62371787428856	down	TH50_5178_S01	Sample 1
LSM6	2.15704371015	2.43162137269974	down	TH50_5178_S01	Sample 1
LUC7L3	4.27202318906	4.93976300954819	down	TH50_5178_S01	Sample 1
LY6G5B	0.748461233004	1.34122800827026	down	TH50_5178_S01	Sample 1
LYPLA2	3.08915913191	3.17345458269119	down	TH50_5178_S01	Sample 1
MAD2L2	3.05137210172	3.24746376276016	down	TH50_5178_S01	Sample 1
MAFF	0.333423733725	0.730259746313095	down	TH50_5178_S01	Sample 1
MAGOH	3.0071955014	3.06499314308167	down	TH50_5178_S01	Sample 1
MAN2C1	4.40122086216	4.68923956155777	down	TH50_5178_S01	Sample 1
MANF	1.72683121703	1.73780599236488	down	TH50_5178_S01	Sample 1
MAP3K6	1.20163386117	1.67538374662399	down	TH50_5178_S01	Sample 1
MAPK8IP3	2.61588707392	3.06568604707718	down	TH50_5178_S01	Sample 1
MFGE8	4.88410945136	5.20970290899277	down	TH50_5178_S01	Sample 1
MGP	3.39917109382	3.56825745105743	down	TH50_5178_S01	Sample 1
MGST1	0.704871964456	0.745299339294434	down	TH50_5178_S01	Sample 1
MLPH	0.367371065649	0.481629505753517	down	TH50_5178_S01	Sample 1
MORN4	0.650764559117	0.701742798089981	down	TH50_5178_S01	Sample 1
MRFAP1L1	3.45680614923	3.48781681060791	down	TH50_5178_S01	Sample 1
MRPL20	5.39266088071	5.90636897087097	down	TH50_5178_S01	Sample 1
MRPL52	4.42021289061	4.94794297218323	down	TH50_5178_S01	Sample 1
MSTO1	1.54101915313	1.57805636525154	down	TH50_5178_S01	Sample 1
MT-ATP6	12.0200458421	14.3011739253998	down	TH50_5178_S01	Sample 1
MT-ATP8	11.2103365023	14.7105716466904	down	TH50_5178_S01	Sample 1
MT-CO2	13.0730520041	13.6593023538589	down	TH50_5178_S01	Sample 1
MT-CYB	12.6991494726	13.363657951355	down	TH50_5178_S01	Sample 1
MT-ND1	11.815819561	13.1162256002426	down	TH50_5178_S01	Sample 1
MT-ND2	11.1650137425	13.1055195331573	down	TH50_5178_S01	Sample 1
MT-ND3	12.3465192735	12.9562729597092	down	TH50_5178_S01	Sample 1
MT-ND4	12.1825278151	13.7378146648407	down	TH50_5178_S01	Sample 1
MT-ND4L	12.2136389022	13.0304819345474	down	TH50_5178_S01	Sample 1
MT-ND6	10.5288154718	10.5357081890106	down	TH50_5178_S01	Sample 1
MT-RNR1	7.10297300424	9.75198471546173	down	TH50_5178_S01	Sample 1
MT-RNR2	7.19869058567	11.9540433883667	down	TH50_5178_S01	Sample 1
MTATP6P1	8.85031187622	11.2067506313324	down	TH50_5178_S01	Sample 1
MTCP1	1.62293035092	2.58595159649849	down	TH50_5178_S01	Sample 1
MTMR11	0.226508529809	0.241181865334511	down	TH50_5178_S01	Sample 1
MYO15B	2.82578562746	2.95660638809204	down	TH50_5178_S01	Sample 1
MYO9B	1.7782085764	1.78433814644814	down	TH50_5178_S01	Sample 1
NAA10	4.84046323387	5.02557170391083	down	TH50_5178_S01	Sample 1
NACA	7.24574283475	7.47406876087189	down	TH50_5178_S01	Sample 1
NARF	4.07980475464	4.18123590946198	down	TH50_5178_S01	Sample 1
NASP	2.67129337248	3.12612390518188	down	TH50_5178_S01	Sample 1
NAT9	1.97085365434	2.19252410531044	down	TH50_5178_S01	Sample 1
NBEAL2	1.55090066465	1.56801256537437	down	TH50_5178_S01	Sample 1
NDST2	1.33913738492	1.62225392460823	down	TH50_5178_S01	Sample 1
NDUFAF2	3.67129337248	4.24190670251846	down	TH50_5178_S01	Sample 1
NDUFS5	7.11977116195	7.74846255779266	down	TH50_5178_S01	Sample 1
NELFCD	3.57046293103	3.63036680221558	down	TH50_5178_S01	Sample 1
NGDN	3.15866017535	3.30056977272034	down	TH50_5178_S01	Sample 1
NISCH	2.77399632511	3.01199024915695	down	TH50_5178_S01	Sample 1
NLRP1	1.23266075679	1.2804271876812	down	TH50_5178_S01	Sample 1
NPIPA1	4.04351949366	4.25004506111145	down	TH50_5178_S01	Sample 1
NPIPA5	5.24031432933	5.25465369224548	down	TH50_5178_S01	Sample 1
NPIPP1	2.37851162325	3.28550291061401	down	TH50_5178_S01	Sample 1
NSA2	4.06350294231	4.41267538070679	down	TH50_5178_S01	Sample 1
NSUN5P1	2.03913839391	2.09311443567276	down	TH50_5178_S01	Sample 1
NUDC	4.33913738492	4.41889292001724	down	TH50_5178_S01	Sample 1
NUDCD2	1.9107326619	1.91111314296722	down	TH50_5178_S01	Sample 1
NUDT1	1.68257329735	2.00652471184731	down	TH50_5178_S01	Sample 1
NXF1	3.29130885983	3.693479180336	down	TH50_5178_S01	Sample 1
PAF1	3.61353165292	3.77159130573273	down	TH50_5178_S01	Sample 1
PAN2	2.9221978484	3.05763173103333	down	TH50_5178_S01	Sample 1
PDAP1	5.94110631095	6.1835116147995	down	TH50_5178_S01	Sample 1
PDCD5	5.27947129564	5.5819456577301	down	TH50_5178_S01	Sample 1
PDXDC2P	1.29278174923	1.31689962744713	down	TH50_5178_S01	Sample 1
PEF1	2.52356195606	2.58756428956985	down	TH50_5178_S01	Sample 1
PFDN2	4.50969584193	4.95587128400803	down	TH50_5178_S01	Sample 1
PI4KAP2	1.66902676551	1.82340186834335	down	TH50_5178_S01	Sample 1
PIDD1	1.72683121703	1.88563871383667	down	TH50_5178_S01	Sample 1
PIGG	2.29278174923	2.32407739758492	down	TH50_5178_S01	Sample 1
PKD1P6	3.84699468697	4.02189213037491	down	TH50_5178_S01	Sample 1
PKDCC	5.06608919046	5.32531541585922	down	TH50_5178_S01	Sample 1
PMM1	1.69599381311	1.72280684113503	down	TH50_5178_S01	Sample 1
PNN	2.28392177231	3.3525927066803	down	TH50_5178_S01	Sample 1
POLE	1.72246602447	1.75367203354836	down	TH50_5178_S01	Sample 1
POLR2J	5.06177619759	5.45097988843918	down	TH50_5178_S01	Sample 1
POLR2J3	3.86096279786	3.95657795667648	down	TH50_5178_S01	Sample 1
POMT1	3.13750352375	3.36628800630569	down	TH50_5178_S01	Sample 1
PPP1R12C	3.08236196956	3.3813738822937	down	TH50_5178_S01	Sample 1
PRAF2	1.35049724708	1.46109837293625	down	TH50_5178_S01	Sample 1
PSMD13	5.16631374789	5.23476141691208	down	TH50_5178_S01	Sample 1
PSPC1	3.19061486021	3.22173017263412	down	TH50_5178_S01	Sample 1
RAPGEFL1	0.918386234446	1.34015020728111	down	TH50_5178_S01	Sample 1
RASSF1	1.86789646399	2.61517384648323	down	TH50_5178_S01	Sample 1
RBM28	2.65764000521	2.96510329842567	down	TH50_5178_S01	Sample 1
RBM5	4.17552460109	4.5163978934288	down	TH50_5178_S01	Sample 1
RBM6	3.30451104181	3.66922384500504	down	TH50_5178_S01	Sample 1
RBPMS	1.80322703643	2.38502809405327	down	TH50_5178_S01	Sample 1
RHBDF1	2.48026512205	2.74183619022369	down	TH50_5178_S01	Sample 1
RHOT2	3.78031009904	4.22767472267151	down	TH50_5178_S01	Sample 1
RNA5SP216	0	1.29469537734985	down	TH50_5178_S01	Sample 1
RP11-159D12.5	0.356143810225	0.485921949148178	down	TH50_5178_S01	Sample 1
RP11-231C14.4	1.64154602909	2.90397071838379	down	TH50_5178_S01	Sample 1
RP11-234B24.6	0	0.511999905109406	down	TH50_5178_S01	Sample 1
RP11-286N22.8	2.34198574723	3.57800626754761	down	TH50_5178_S01	Sample 1
RP11-305M3.2	0	1.32952752709389	down	TH50_5178_S01	Sample 1
RP11-311C24.1	1.58976348698	1.86435359716415	down	TH50_5178_S01	Sample 1
RP11-343C2.11	4.50143914516	4.64674854278564	down	TH50_5178_S01	Sample 1
RP11-343C2.12	0	0.842607378959656	down	TH50_5178_S01	Sample 1
RP11-357D18.1	0.933572638261	0.933720350265503	down	TH50_5178_S01	Sample 1
RP11-379K17.12	0	0.721448332071304	down	TH50_5178_S01	Sample 1
RP11-384K6.2	0.163498732283	0.294310703873634	down	TH50_5178_S01	Sample 1
RP11-408P14.1	0.59454854955	0.7115179002285	down	TH50_5178_S01	Sample 1
RP11-419C5.2	0.495695162624	0.538282737135887	down	TH50_5178_S01	Sample 1
RP11-425L10.1	1.38956681176	2.59579795598984	down	TH50_5178_S01	Sample 1
RP11-463I20.1	0	1.22612330317497	down	TH50_5178_S01	Sample 1
RP11-466H18.1	5.3394937379	5.38261944055557	down	TH50_5178_S01	Sample 1
RP11-475C16.1	1.81557542886	1.94715210795403	down	TH50_5178_S01	Sample 1
RP11-477I4.4	0	0.0542676448822021	down	TH50_5178_S01	Sample 1
RP11-500C12.1	0	0.294198453426361	down	TH50_5178_S01	Sample 1
RP11-504P24.8	0.62293035092	0.631941467523575	down	TH50_5178_S01	Sample 1
RP11-513I15.6	0.879705766282	2.03591519594193	down	TH50_5178_S01	Sample 1
RP11-540B6.6	1.20163386117	1.3367303609848	down	TH50_5178_S01	Sample 1
RP11-572P18.1	4.03033607837	7.5137357711792	down	TH50_5178_S01	Sample 1
RP11-5A19.5	0.378511623254	0.383795440196991	down	TH50_5178_S01	Sample 1
RP11-626G11.3	0	0.192030653357506	down	TH50_5178_S01	Sample 1
RP11-632C17__A.1	2.09761079663	2.35084423422813	down	TH50_5178_S01	Sample 1
RP11-641D5.1	3.77505054148	4.69747710227966	down	TH50_5178_S01	Sample 1
RP11-673C5.1	2.7591558338	4.86174738407135	down	TH50_5178_S01	Sample 1
RP11-681H18.2	2.80735492206	3.44345563650131	down	TH50_5178_S01	Sample 1
RP11-761N21.2	0	0.990035951137543	down	TH50_5178_S01	Sample 1
RP11-78A19.3	0	1.62024825811386	down	TH50_5178_S01	Sample 1
RP11-834C11.14	0	0.0367067158222198	down	TH50_5178_S01	Sample 1
RP11-927P21.5	0	0.479778811335564	down	TH50_5178_S01	Sample 1
RP11-982M15.2	0	1.04088494181633	down	TH50_5178_S01	Sample 1
RP13-104F24.2	0.526068811668	0.755828261375427	down	TH50_5178_S01	Sample 1
RP4-583P15.15	0.422233000683	0.430616557598114	down	TH50_5178_S01	Sample 1
RP4-635E18.8	1.71808758396	1.72511717677116	down	TH50_5178_S01	Sample 1
RP4-706A16.3	0.545968369105	1.1953766644001	down	TH50_5178_S01	Sample 1
RP4-756H11.5	0.773996325111	1.41259762644768	down	TH50_5178_S01	Sample 1
RP4-800G7.2	0.782408564927	1.07544961571693	down	TH50_5178_S01	Sample 1
RPL11	7.81870998533	8.17401897907257	down	TH50_5178_S01	Sample 1
RPL13A	9.16349873228	9.41119754314423	down	TH50_5178_S01	Sample 1
RPL13AP5	2.4620523188	3.58019769191742	down	TH50_5178_S01	Sample 1
RPL14	7.70583970588	8.15855503082275	down	TH50_5178_S01	Sample 1
RPL17	7.37573453858	7.83260536193848	down	TH50_5178_S01	Sample 1
RPL18AP3	3.11935617704	3.59887385368347	down	TH50_5178_S01	Sample 1
RPL19	8.74570793328	9.04831886291504	down	TH50_5178_S01	Sample 1
RPL23AP42	7.91623776787	8.2038186788559	down	TH50_5178_S01	Sample 1
RPL24P2	0.298658315565	0.966998487710953	down	TH50_5178_S01	Sample 1
RPL27	7.96739919892	8.87892663478851	down	TH50_5178_S01	Sample 1
RPL27A	7.89239102591	8.49627470970154	down	TH50_5178_S01	Sample 1
RPL28	7.74631276643	7.7662672996521	down	TH50_5178_S01	Sample 1
RPL36A	7.16158541013	7.60447120666504	down	TH50_5178_S01	Sample 1
RPL36AL	4.79908730607	5.83821088075638	down	TH50_5178_S01	Sample 1
RPL37	8.44836413438	8.50442111492157	down	TH50_5178_S01	Sample 1
RPL7	8.6599245584	8.70567190647125	down	TH50_5178_S01	Sample 1
RPLP1	9.75470381402	9.76065361499786	down	TH50_5178_S01	Sample 1
RPS10	7.85212371874	7.93527317047119	down	TH50_5178_S01	Sample 1
RPS10-NUDT3	0	1.55608129501343	down	TH50_5178_S01	Sample 1
RPS11	8.90249571091	9.39202105998993	down	TH50_5178_S01	Sample 1
RPS12	8.28160552893	8.34663784503937	down	TH50_5178_S01	Sample 1
RPS24	9.5290400561	9.54363763332367	down	TH50_5178_S01	Sample 1
RPS27	8.52458089156	9.6525377035141	down	TH50_5178_S01	Sample 1
RPS27A	7.45943161864	7.71573603153229	down	TH50_5178_S01	Sample 1
RPS28P7	2.28392177231	6.10749572515488	down	TH50_5178_S01	Sample 1
RPS29	9.26720804585	9.55395257472992	down	TH50_5178_S01	Sample 1
RPS4X	7.55941533243	7.69143569469452	down	TH50_5178_S01	Sample 1
RPS7P1	0.887525270742	1.28260090947151	down	TH50_5178_S01	Sample 1
RSRC2	4.16832111574	4.26613706350327	down	TH50_5178_S01	Sample 1
RSRP1	2.95977015521	3.29902642965317	down	TH50_5178_S01	Sample 1
RTEL1	0.815575428863	1.05547308921814	down	TH50_5178_S01	Sample 1
SAFB	3.57410150809	4.00374799966812	down	TH50_5178_S01	Sample 1
SAFB2	3.30597052098	3.33646810054779	down	TH50_5178_S01	Sample 1
SARNP	4.22032995488	4.54013985395432	down	TH50_5178_S01	Sample 1
SAT1	2.84197311893	3.18047040700912	down	TH50_5178_S01	Sample 1
SDCCAG3	2.91647664444	2.94870460033417	down	TH50_5178_S01	Sample 1
SEC11C	1.76553474636	1.81472209095955	down	TH50_5178_S01	Sample 1
SELM	2.54349588343	2.66590386629105	down	TH50_5178_S01	Sample 1
SERPING1	3.74738739965	3.96532207727432	down	TH50_5178_S01	Sample 1
SFPQ	4.748461233	5.06192123889923	down	TH50_5178_S01	Sample 1
SH3BGRL3	2.07382023329	2.44196581840515	down	TH50_5178_S01	Sample 1
SH3BP5-AS1	1	1.65267986059189	down	TH50_5178_S01	Sample 1
SHC2	0.948600847493	0.950322926044464	down	TH50_5178_S01	Sample 1
SHFM1	3.34908214639	5.57123708724976	down	TH50_5178_S01	Sample 1
SLC25A27	1.89530262133	1.90598213672638	down	TH50_5178_S01	Sample 1
SLCO4A1	0.565597175854	1.40261840820312	down	TH50_5178_S01	Sample 1
SLX1A	1.53605290024	1.81014040112495	down	TH50_5178_S01	Sample 1
SMIM3	0.963474123975	1.17755571007729	down	TH50_5178_S01	Sample 1
SNHG6	5.55397480824	6.25404191017151	down	TH50_5178_S01	Sample 1
SNN	3.08915913191	3.57621598243713	down	TH50_5178_S01	Sample 1
SNRNP35	3.97085365434	4.07291668653488	down	TH50_5178_S01	Sample 1
SNRNP70	5.48703608003	5.7696025967598	down	TH50_5178_S01	Sample 1
SNRPE	4.00270252038	4.04843777418137	down	TH50_5178_S01	Sample 1
SNRPF	2.12101540096	2.34266364574432	down	TH50_5178_S01	Sample 1
SPCS2P4	1.19534759832	1.55860850214958	down	TH50_5178_S01	Sample 1
SRP19	2.6530600171	3.91175419092178	down	TH50_5178_S01	Sample 1
