gene	expression	threshold	direction	TH_id	Fay_id
GPX3	4.53915881111	5.68126446008682	down	TH50_5283_S01	Sample 6
GRINA	4.94110631095	4.94632542133331	down	TH50_5283_S01	Sample 6
GRIPAP1	2.61353165292	2.62867936491966	down	TH50_5283_S01	Sample 6
HBA2	0.50589092973	1.60830336809158	down	TH50_5283_S01	Sample 6
HBB	0.389566811763	1.42165213823318	down	TH50_5283_S01	Sample 6
HDAC10	1.70043971814	2.13748282194138	down	TH50_5283_S01	Sample 6
HERC2P2	2.07724299893	2.59890276193619	down	TH50_5283_S01	Sample 6
HERC3	3.65764000521	3.70096796751022	down	TH50_5283_S01	Sample 6
HINT1	6.15643706845	6.43502283096313	down	TH50_5283_S01	Sample 6
HNRNPA2B1	7.39480564227	7.95881187915802	down	TH50_5283_S01	Sample 6
HNRNPM	4.71314590249	5.10381555557251	down	TH50_5283_S01	Sample 6
HNRNPU-AS1	1.7355221773	2.08688712120056	down	TH50_5283_S01	Sample 6
HNRNPUL2-BSCL2	1.0071955014	1.63497757911682	down	TH50_5283_S01	Sample 6
HOXC8	1.67355642399	1.92787650227547	down	TH50_5283_S01	Sample 6
HOXC9	2.9836776947	3.06238037347794	down	TH50_5283_S01	Sample 6
IL17RC	2.62293035092	2.72831058502197	down	TH50_5283_S01	Sample 6
ILKAP	3.37851162325	3.43692845106125	down	TH50_5283_S01	Sample 6
INO80B-WBP1	0	1.21442037820816	down	TH50_5283_S01	Sample 6
ISCA1P1	1.40053792958	2.36847543716431	down	TH50_5283_S01	Sample 6
KAT2A	2.8052924556	3.05884540081024	down	TH50_5283_S01	Sample 6
KIAA0141	4.16832111574	4.45255893468857	down	TH50_5283_S01	Sample 6
LGI4	2.08065766335	2.12430265545845	down	TH50_5283_S01	Sample 6
LINC01089	1.84799690655	1.86969742178917	down	TH50_5283_S01	Sample 6
LUC7L3	4.13504228623	4.93976300954819	down	TH50_5283_S01	Sample 6
LY6G5B	1.23878685959	1.34122800827026	down	TH50_5283_S01	Sample 6
MGST1	0.516015147004	0.745299339294434	down	TH50_5283_S01	Sample 6
MRFAP1	6.4419481905	6.4520211815834	down	TH50_5283_S01	Sample 6
MRPL20	5.49377540846	5.90636897087097	down	TH50_5283_S01	Sample 6
MRPL33	6.73755157001	6.98584306240082	down	TH50_5283_S01	Sample 6
MT-ATP6	13.6469467816	14.3011739253998	down	TH50_5283_S01	Sample 6
MT-ATP8	12.7843935584	14.7105716466904	down	TH50_5283_S01	Sample 6
MT-ND1	13.0243622775	13.1162256002426	down	TH50_5283_S01	Sample 6
MT-ND2	12.5792593602	13.1055195331573	down	TH50_5283_S01	Sample 6
MT-ND4	13.6883300923	13.7378146648407	down	TH50_5283_S01	Sample 6
MT-ND4L	12.9444338891	13.0304819345474	down	TH50_5283_S01	Sample 6
MT-RNR1	6.46890909211	9.75198471546173	down	TH50_5283_S01	Sample 6
MT-RNR2	6.03342300154	11.9540433883667	down	TH50_5283_S01	Sample 6
MTATP6P1	9.98675222651	11.2067506313324	down	TH50_5283_S01	Sample 6
MTCP1	1.90689059561	2.58595159649849	down	TH50_5283_S01	Sample 6
MTERF2	2.13750352375	2.40029352903366	down	TH50_5283_S01	Sample 6
MTERF4	3.87578006307	3.91401183605194	down	TH50_5283_S01	Sample 6
NDUFAF2	4.05918219921	4.24190670251846	down	TH50_5283_S01	Sample 6
NDUFB9	8.0861893131	8.0868114233017	down	TH50_5283_S01	Sample 6
NDUFS5	6.96324290432	7.74846255779266	down	TH50_5283_S01	Sample 6
NMRK1	2.55336050334	2.58591666817665	down	TH50_5283_S01	Sample 6
NOL3	5.01212167271	5.07941716909409	down	TH50_5283_S01	Sample 6
NPIPA1	3.89044669268	4.25004506111145	down	TH50_5283_S01	Sample 6
NR1D1	2.22032995488	2.60614091157913	down	TH50_5283_S01	Sample 6
NXF1	3.54101915313	3.693479180336	down	TH50_5283_S01	Sample 6
PARK7	7.3274179114	7.36887401342392	down	TH50_5283_S01	Sample 6
PDAP1	5.94976835993	6.1835116147995	down	TH50_5283_S01	Sample 6
PDCD5	4.96486066425	5.5819456577301	down	TH50_5283_S01	Sample 6
PER1	5.10223819393	5.44608247280121	down	TH50_5283_S01	Sample 6
PFDN2	4.516015147	4.95587128400803	down	TH50_5283_S01	Sample 6
PI4KAP2	1.47508488295	1.82340186834335	down	TH50_5283_S01	Sample 6
PIDD1	1.69153416492	1.88563871383667	down	TH50_5283_S01	Sample 6
PILRB	1.93357263826	2.09911319613457	down	TH50_5283_S01	Sample 6
PKDCC	3.99638874645	5.32531541585922	down	TH50_5283_S01	Sample 6
PNN	2.9126498649	3.3525927066803	down	TH50_5283_S01	Sample 6
PNPLA2	5.66817586897	5.85948294401169	down	TH50_5283_S01	Sample 6
POLR2J	5.01122725542	5.45097988843918	down	TH50_5283_S01	Sample 6
POLR3GL	4.14241343787	4.19243264198303	down	TH50_5283_S01	Sample 6
POMT1	2.96716860753	3.36628800630569	down	TH50_5283_S01	Sample 6
PRR34-AS1	3.32048467802	3.60167413949966	down	TH50_5283_S01	Sample 6
PTGES2	5.47151264805	5.5974126458168	down	TH50_5283_S01	Sample 6
PTGES3L-AARSD1	0.400537929584	0.403584122657776	down	TH50_5283_S01	Sample 6
RAPGEFL1	0.948600847493	1.34015020728111	down	TH50_5283_S01	Sample 6
RHBDF1	2.61588707392	2.74183619022369	down	TH50_5283_S01	Sample 6
RHOT2	4.04614178164	4.22767472267151	down	TH50_5283_S01	Sample 6
RNA5SP216	0	1.29469537734985	down	TH50_5283_S01	Sample 6
RP1-261G23.7	0	3.3936168551445	down	TH50_5283_S01	Sample 6
RP11-1212A22.4	4.05745027218	4.85574233531952	down	TH50_5283_S01	Sample 6
RP11-159D12.5	0.263034405834	0.485921949148178	down	TH50_5283_S01	Sample 6
RP11-274B21.12	0.871843648509	1.03323513269424	down	TH50_5283_S01	Sample 6
RP11-286N22.8	3.50334873517	3.57800626754761	down	TH50_5283_S01	Sample 6
RP11-305M3.2	0	1.32952752709389	down	TH50_5283_S01	Sample 6
RP11-309L24.6	1.97819562968	2.07508903741837	down	TH50_5283_S01	Sample 6
RP11-311C24.1	1.29865831556	1.86435359716415	down	TH50_5283_S01	Sample 6
RP11-343C2.11	4.63343121036	4.64674854278564	down	TH50_5283_S01	Sample 6
RP11-343C2.12	0	0.842607378959656	down	TH50_5283_S01	Sample 6
RP11-360L9.8	0	0.278122559189796	down	TH50_5283_S01	Sample 6
RP11-379K17.12	0	0.721448332071304	down	TH50_5283_S01	Sample 6
RP11-408P14.1	0.475084882949	0.7115179002285	down	TH50_5283_S01	Sample 6
RP11-425L10.1	1.9855004303	2.59579795598984	down	TH50_5283_S01	Sample 6
RP11-463I20.1	0	1.22612330317497	down	TH50_5283_S01	Sample 6
RP11-475C16.1	1.84799690655	1.94715210795403	down	TH50_5283_S01	Sample 6
RP11-488C13.5	0.910732661903	1.20507600903511	down	TH50_5283_S01	Sample 6
RP11-513I15.6	1.39506279952	2.03591519594193	down	TH50_5283_S01	Sample 6
RP11-540B6.6	1.18269229752	1.3367303609848	down	TH50_5283_S01	Sample 6
RP11-572P18.1	4.16188768238	7.5137357711792	down	TH50_5283_S01	Sample 6
RP11-626G11.3	0	0.192030653357506	down	TH50_5283_S01	Sample 6
RP11-64B16.2	3.30888505741	3.76134538650513	down	TH50_5283_S01	Sample 6
RP11-673C5.1	3.69599381311	4.86174738407135	down	TH50_5283_S01	Sample 6
RP11-681H18.2	3.1937717434	3.44345563650131	down	TH50_5283_S01	Sample 6
RP11-761N21.2	0.584962500721	0.990035951137543	down	TH50_5283_S01	Sample 6
RP11-78A19.3	0	1.62024825811386	down	TH50_5283_S01	Sample 6
RP11-982M15.2	0	1.04088494181633	down	TH50_5283_S01	Sample 6
RP4-756H11.5	1.40599235968	1.41259762644768	down	TH50_5283_S01	Sample 6
RP4-791M13.3	2.70265754339	3.01912218332291	down	TH50_5283_S01	Sample 6
RP5-890O3.9	0.443606651476	0.77006059885025	down	TH50_5283_S01	Sample 6
RPL11	8.122776238	8.17401897907257	down	TH50_5283_S01	Sample 6
RPL13A	9.27477415567	9.41119754314423	down	TH50_5283_S01	Sample 6
RPL13AP5	2.80322703643	3.58019769191742	down	TH50_5283_S01	Sample 6
RPL14	8.10066233901	8.15855503082275	down	TH50_5283_S01	Sample 6
RPL18AP3	2.92029330021	3.59887385368347	down	TH50_5283_S01	Sample 6
RPL24P2	0.422233000683	0.966998487710953	down	TH50_5283_S01	Sample 6
RPL27	8.43991397418	8.87892663478851	down	TH50_5283_S01	Sample 6
RPL27A	8.4252159033	8.49627470970154	down	TH50_5283_S01	Sample 6
RPL36AL	5.03077747199	5.83821088075638	down	TH50_5283_S01	Sample 6
RPL7P1	1.68706068834	1.73499369621277	down	TH50_5283_S01	Sample 6
RPS10-NUDT3	0	1.55608129501343	down	TH50_5283_S01	Sample 6
RPS12	8.11348172828	8.34663784503937	down	TH50_5283_S01	Sample 6
RPS19BP1	4.37920505996	4.38559871912003	down	TH50_5283_S01	Sample 6
RPS23P8	2.017921908	2.46406829357147	down	TH50_5283_S01	Sample 6
RPS24	9.49419557302	9.54363763332367	down	TH50_5283_S01	Sample 6
RPS27	9.41430469462	9.6525377035141	down	TH50_5283_S01	Sample 6
RPS27A	7.51024988749	7.71573603153229	down	TH50_5283_S01	Sample 6
RPS28P7	1.33342373373	6.10749572515488	down	TH50_5283_S01	Sample 6
RPS29	9.24064824787	9.55395257472992	down	TH50_5283_S01	Sample 6
RPS7P1	1.11769504267	1.28260090947151	down	TH50_5283_S01	Sample 6
RSRC2	4.16108148228	4.26613706350327	down	TH50_5283_S01	Sample 6
RSRP1	3.1937717434	3.29902642965317	down	TH50_5283_S01	Sample 6
SARNP	4.46074256379	4.54013985395432	down	TH50_5283_S01	Sample 6
SAT1	2.93545974781	3.18047040700912	down	TH50_5283_S01	Sample 6
SDCCAG3	2.81557542886	2.94870460033417	down	TH50_5283_S01	Sample 6
SH3RF2	1.16992500144	1.17485380172729	down	TH50_5283_S01	Sample 6
SHFM1	3.64038956005	5.57123708724976	down	TH50_5283_S01	Sample 6
SIVA1	4.95745033635	5.09852522611618	down	TH50_5283_S01	Sample 6
SLC22A5	1.93357263826	1.94596272706985	down	TH50_5283_S01	Sample 6
SLC5A6	1.65535182861	1.74294370412827	down	TH50_5283_S01	Sample 6
SLCO4A1	0.790772037862	1.40261840820312	down	TH50_5283_S01	Sample 6
SNHG19	2.67355642399	3.04878813028336	down	TH50_5283_S01	Sample 6
SNHG6	5.07124781946	6.25404191017151	down	TH50_5283_S01	Sample 6
SNRNP70	5.49057013045	5.7696025967598	down	TH50_5283_S01	Sample 6
SNRPEP4	1.03562390973	1.49308085441589	down	TH50_5283_S01	Sample 6
SNRPF	2.23878685959	2.34266364574432	down	TH50_5283_S01	Sample 6
SPCS2P4	1.11103131239	1.55860850214958	down	TH50_5283_S01	Sample 6
SPR	2.37016428054	2.73627462983131	down	TH50_5283_S01	Sample 6
SRP19	3.464668267	3.91175419092178	down	TH50_5283_S01	Sample 6
SRRM2	6.91587937884	7.1804541349411	down	TH50_5283_S01	Sample 6
SRSF11	4.53044535469	4.791339635849	down	TH50_5283_S01	Sample 6
SRSF5	5.87528859822	6.20713806152344	down	TH50_5283_S01	Sample 6
SSSCA1	4.08151006812	4.21805787086487	down	TH50_5283_S01	Sample 6
STAG3L5P-PVRIG2P-PILRB	2.7355221773	3.07582837343216	down	TH50_5283_S01	Sample 6
STARD10	4.37503943135	4.51292139291763	down	TH50_5283_S01	Sample 6
STX4	3.80115865609	3.80683356523514	down	TH50_5283_S01	Sample 6
TBC1D1	3.51475349844	3.82504558563232	down	TH50_5283_S01	Sample 6
TCEAL4	4.06350294231	4.13967382907867	down	TH50_5283_S01	Sample 6
TIMM44	4.60110220338	4.80256152153015	down	TH50_5283_S01	Sample 6
TMA7	6.38543103719	6.40140187740326	down	TH50_5283_S01	Sample 6
TMEM265	0.495695162624	0.927516639232635	down	TH50_5283_S01	Sample 6
TOMM7	7.68762063208	7.99256181716919	down	TH50_5283_S01	Sample 6
TRIM54	6.82667559139	7.046277821064	down	TH50_5283_S01	Sample 6
TSPYL2	2.38956681176	2.69625061750412	down	TH50_5283_S01	Sample 6
TTN-AS1	5.91360751182	9.88646411895752	down	TH50_5283_S01	Sample 6
TUFM	6.1497471195	6.23668891191483	down	TH50_5283_S01	Sample 6
U2AF1	2.90496571868	3.34787273406982	down	TH50_5283_S01	Sample 6
U2AF1L4	3.10097764772	3.22675108909607	down	TH50_5283_S01	Sample 6
UPF3A	3.54720302476	3.59792333841324	down	TH50_5283_S01	Sample 6
UPP1	1.42760617278	1.78958508372307	down	TH50_5283_S01	Sample 6
UQCRHL	0.903038270113	1.18806540966034	down	TH50_5283_S01	Sample 6
WBSCR22	4.59155974583	4.73207801580429	down	TH50_5283_S01	Sample 6
XXbac-B461K10.4	0.475084882949	0.493330076336861	down	TH50_5283_S01	Sample 6
ZMAT2	4.69766263347	4.88675343990326	down	TH50_5283_S01	Sample 6
ZNF692	2.06695024392	2.42812803387642	down	TH50_5283_S01	Sample 6
ZRSR2	1.80735492206	1.9229719042778	down	TH50_5283_S01	Sample 6
ZSWIM8	3.72355856147	3.90444952249527	down	TH50_5283_S01	Sample 6
